PID,CPU%,RSS,VSS,Native,Dalvik,PSS,TIME
11640,15%,398876,2396520,67311,35029,339215,2019-01-10 17:39:29
11640,18%,398312,2396224,68241,34822,340668,2019-01-10 17:39:31
11640,33%,410332,2436324,71809,35272,358724,2019-01-10 17:39:33
11640,46%,415760,2434112,72805,34966,359674,2019-01-10 17:39:35
11640,17%,412380,2425168,75608,35998,360282,2019-01-10 17:39:37
11640,16%,412616,2433596,70401,35828,350710,2019-01-10 17:39:39
11640,14%,406280,2415752,69552,35825,348062,2019-01-10 17:39:41
11640,25%,406684,2415836,69864,35932,348186,2019-01-10 17:39:43
11640,16%,405160,2415900,69813,35916,346694,2019-01-10 17:39:45
11640,13%,404976,2415868,69495,35904,346614,2019-01-10 17:39:47
11640,18%,401584,2398448,67019,35865,341254,2019-01-10 17:39:49
11640,16%,399892,2398096,66148,33751,339658,2019-01-10 17:39:51
11640,26%,398792,2397032,66018,33716,338682,2019-01-10 17:39:53
11640,17%,398812,2395952,65619,33700,338562,2019-01-10 17:39:55
11640,20%,398604,2395952,65149,33693,338422,2019-01-10 17:39:57
11640,16%,398696,2389600,65101,33694,338270,2019-01-10 17:39:59
