PID,CPU%,RSS,VSS,Native,Dalvik,PSS,TIME
15019,35%,161172,1986308,37654,15090,111915,2019-01-10 17:44:36
15019,48%,227420,2173580,48596,16083,190150,2019-01-10 17:44:37
15019,33%,275528,2230160,55088,16324,228842,2019-01-10 17:44:43
15019,33%,313640,2252852,52273,19562,178199,2019-01-10 17:44:45
15019,42%,331268,2286964,59901,28080,195921,2019-01-10 17:44:48
15019,67%,349508,2342004,63640,28037,291661,2019-01-10 17:44:51
15019,45%,363692,2339464,64874,25229,200496,2019-01-10 17:44:54
15019,64%,361152,2350036,68943,24498,303117,2019-01-10 17:44:57
15019,43%,384692,2375084,73428,24243,322612,2019-01-10 17:45:00
15019,40%,369708,2362580,67208,24223,307783,2019-01-10 17:45:03
15019,55%,385504,2391136,68906,24179,323352,2019-01-10 17:45:05
15019,45%,392496,2388252,68463,26819,329721,2019-01-10 17:45:07
15019,47%,396892,2389012,69013,24485,334417,2019-01-10 17:45:10
15019,42%,402300,2394012,68293,28757,339541,2019-01-10 17:45:12
15019,87%,400828,2400576,69863,31562,339237,2019-01-10 17:45:14
15019,15%,400844,2399348,70166,24730,339772,2019-01-10 17:45:16
15019,15%,399644,2406716,70294,24528,338894,2019-01-10 17:45:18
15019,13%,387400,2400132,69398,24504,326639,2019-01-10 17:45:20
15019,1%,381724,2398080,69449,24838,328473,2019-01-10 17:45:22
15019,1%,382144,2398408,67898,24958,326972,2019-01-10 17:45:24
15019,30%,381508,2381644,66727,24798,320675,2019-01-10 17:45:26
15019,16%,380008,2381680,68893,24917,322838,2019-01-10 17:45:28
15019,47%,393248,2422504,70547,25043,339335,2019-01-10 17:45:31
15019,48%,397448,2421204,70909,24825,335989,2019-01-10 17:45:33
15019,15%,384928,2418364,74212,26139,334303,2019-01-10 17:45:35
15019,19%,393688,2424960,69980,25003,335080,2019-01-10 17:45:37
15019,9%,389900,2416048,70048,24985,331334,2019-01-10 17:45:39
15019,22%,389312,2414948,67903,24905,326609,2019-01-10 17:45:41
15019,16%,385180,2400184,67069,22833,325401,2019-01-10 17:45:43
15019,45%,386204,2407464,75582,24828,339752,2019-01-10 17:45:45
15019,39%,397188,2438072,71238,25241,342956,2019-01-10 17:45:47
15019,49%,395592,2440400,71240,24980,335532,2019-01-10 17:45:49
15019,39%,396524,2448392,71879,26342,345309,2019-01-10 17:45:52
15019,12%,390236,2435140,71158,26309,333029,2019-01-10 17:45:54
15019,11%,389912,2426632,70642,26245,332692,2019-01-10 17:45:56
15019,16%,382640,2410200,68282,26221,323846,2019-01-10 17:45:57
15019,17%,382104,2407588,67227,24024,205970,2019-01-10 17:45:59
15019,46%,397344,2450684,76956,26119,250528,2019-01-10 17:46:02
15019,41%,392812,2441036,72187,26191,211947,2019-01-10 17:46:04
15019,32%,391568,2444916,72341,26115,252486,2019-01-10 17:46:06
15019,60%,403856,2457632,72581,27020,349142,2019-01-10 17:46:09
15019,19%,385792,2438764,71795,27030,333570,2019-01-10 17:46:10
15019,12%,384372,2430096,70971,27013,331913,2019-01-10 17:46:13
15019,10%,383992,2429204,71068,27140,330947,2019-01-10 17:46:14
15019,12%,384184,2429620,71263,27493,330184,2019-01-10 17:46:16
15019,17%,382912,2411264,68457,27171,324381,2019-01-10 17:46:18
15019,18%,382448,2411048,69375,31086,326671,2019-01-10 17:46:20
15019,50%,399260,2449840,71098,27321,344169,2019-01-10 17:46:23
15019,52%,397344,2443128,72121,27243,340137,2019-01-10 17:46:25
15019,24%,394376,2439664,72280,29661,344585,2019-01-10 17:46:27
15019,29%,393232,2442092,71265,29341,339185,2019-01-10 17:46:29
15019,18%,391424,2431368,71006,29325,338517,2019-01-10 17:46:31
15019,21%,388560,2428364,70926,29448,335605,2019-01-10 17:46:33
15019,9%,387624,2428412,70886,29413,334643,2019-01-10 17:46:35
15019,2%,387832,2411200,68257,29393,328404,2019-01-10 17:46:37
15019,16%,386912,2410716,67224,27191,327552,2019-01-10 17:46:39
15019,43%,398744,2455504,71338,29243,348173,2019-01-10 17:46:40
15019,59%,400560,2448212,70483,29353,342263,2019-01-10 17:46:43
15019,85%,402888,2448416,70946,30018,349923,2019-01-10 17:46:45
15019,53%,409328,2453972,69909,30022,356083,2019-01-10 17:46:47
15019,18%,400860,2437152,70235,29998,345551,2019-01-10 17:46:49
