PID,CPU%,RSS,VSS,Native,Dalvik,PSS,TIME
18485,67%,391384,2433412,71339,32629,345508,2019-01-10 17:55:57
18485,60%,404564,2447664,71485,34690,356397,2019-01-10 17:55:59
18485,20%,390540,2432196,70969,34697,345993,2019-01-10 17:56:01
18485,10%,386260,2420576,70711,34799,341357,2019-01-10 17:56:03
18485,14%,385936,2420528,68308,34715,335793,2019-01-10 17:56:05
18485,16%,381884,2400796,67127,32605,333191,2019-01-10 17:56:07
18485,18%,380868,2399768,67013,32535,332251,2019-01-10 17:56:09
18485,16%,380856,2399716,67015,32551,332231,2019-01-10 17:56:11
18485,17%,380716,2399716,66913,32533,332091,2019-01-10 17:56:13
18485,17%,380780,2399716,66805,32537,332083,2019-01-10 17:56:15
