PID,CPU%,RSS,VSS,Native,Dalvik,PSS,TIME
20121,14%,397644,2381652,69441,33873,337718,2019-01-10 17:58:27
20121,14%,398572,2383912,69157,33713,338530,2019-01-10 17:58:29
20121,16%,396624,2382104,70106,35326,337650,2019-01-10 17:58:31
20121,65%,411072,2424028,73321,36060,352611,2019-01-10 17:58:33
20121,45%,399536,2427700,75021,36263,347079,2019-01-10 17:58:35
20121,7%,396316,2420728,73303,36172,345083,2019-01-10 17:58:37
20121,15%,397836,2417868,72973,36140,344459,2019-01-10 17:58:39
20121,13%,397020,2416032,72507,36100,343991,2019-01-10 17:58:41
20121,48%,396956,2414144,72540,36080,347615,2019-01-10 17:58:44
20121,17%,398784,2416232,71996,36067,347811,2019-01-10 17:58:46
20121,44%,400240,2415124,72064,36079,350021,2019-01-10 17:58:48
20121,16%,401276,2414072,71231,36053,350213,2019-01-10 17:58:50
20121,51%,402640,2415640,71521,36034,350861,2019-01-10 17:58:52
20121,14%,402484,2410912,70892,36053,350493,2019-01-10 17:58:54
20121,55%,406668,2410576,71105,36047,355433,2019-01-10 17:58:56
20121,16%,405436,2408784,70839,36055,354425,2019-01-10 17:58:58
20121,45%,405428,2408968,70548,36058,355253,2019-01-10 17:59:00
20121,14%,404356,2407688,70429,36062,354213,2019-01-10 17:59:02
20121,52%,405948,2410504,71461,36045,356849,2019-01-10 17:59:04
20121,14%,404208,2409224,70956,36068,354957,2019-01-10 17:59:06
20121,26%,406428,2410504,71332,36059,357261,2019-01-10 17:59:08
20121,16%,405292,2409224,71182,36052,356289,2019-01-10 17:59:10
20121,14%,409864,2410496,70061,36050,359371,2019-01-10 17:59:12
20121,15%,408600,2402684,69705,36060,358483,2019-01-10 17:59:15
20121,17%,411020,2411016,70107,36051,360891,2019-01-10 17:59:17
20121,15%,409364,2403204,69943,36058,360175,2019-01-10 17:59:19
20121,20%,410036,2411528,69395,36050,360511,2019-01-10 17:59:21
20121,14%,408400,2402652,69300,36049,359943,2019-01-10 17:59:23
20121,18%,409328,2407056,69141,36049,360419,2019-01-10 17:59:25
20121,16%,409028,2399524,68804,36042,360099,2019-01-10 17:59:27
20121,14%,405852,2404668,67339,36046,356863,2019-01-10 17:59:29
20121,14%,405304,2398136,67494,36037,356183,2019-01-10 17:59:31
20121,15%,405652,2393548,64370,36042,355515,2019-01-10 17:59:33
20121,18%,405380,2381720,63191,36014,355663,2019-01-10 17:59:35
20121,15%,406204,2387488,62664,36041,355549,2019-01-10 17:59:37
20121,41%,405672,2379916,63449,36018,357229,2019-01-10 17:59:39
20121,16%,409800,2386448,63180,36039,359077,2019-01-10 17:59:41
20121,15%,409552,2381012,63920,36044,359159,2019-01-10 17:59:43
20121,14%,411076,2388000,63684,36039,359977,2019-01-10 17:59:45
20121,17%,410228,2380956,64525,36188,360579,2019-01-10 17:59:48
20121,15%,411792,2399240,65288,36995,361865,2019-01-10 17:59:50
20121,55%,412440,2393640,65718,39933,365689,2019-01-10 17:59:52
20121,16%,414384,2401472,65268,39916,364887,2019-01-10 17:59:54
20121,25%,410712,2372616,62900,39880,349765,2019-01-10 17:59:56
20121,18%,409988,2372140,62155,38006,349142,2019-01-10 17:59:58
20121,27%,411868,2377492,63067,39221,351331,2019-01-10 18:00:00
20121,22%,414996,2382020,66084,47502,361083,2019-01-10 18:00:02
20121,43%,426828,2429888,71191,41767,371894,2019-01-10 18:00:04
20121,46%,422460,2426496,70895,41722,364294,2019-01-10 18:00:07
20121,1%,417168,2422044,71092,41696,359939,2019-01-10 18:00:09
20121,14%,421724,2424868,71344,41660,363807,2019-01-10 18:00:11
20121,16%,420076,2412724,70872,41617,363451,2019-01-10 18:00:13
20121,20%,422424,2421240,68864,41620,366711,2019-01-10 18:00:15
20121,15%,420668,2413236,68611,41559,365211,2019-01-10 18:00:17
20121,14%,419716,2420296,68937,41560,366057,2019-01-10 18:00:19
20121,23%,419084,2411572,71561,41544,366427,2019-01-10 18:00:21
20121,17%,419524,2416176,68494,41558,366790,2019-01-10 18:00:23
20121,53%,419836,2417256,69535,42923,367798,2019-01-10 18:00:25
20121,16%,419052,2419980,69275,42909,368090,2019-01-10 18:00:27
20121,50%,420728,2415148,69585,43579,371422,2019-01-10 18:00:30
20121,17%,421480,2414652,68915,43599,370374,2019-01-10 18:00:32
20121,24%,416560,2407436,68833,43593,362182,2019-01-10 18:00:34
20121,11%,417184,2410028,68892,43814,362545,2019-01-10 18:00:35
20121,2%,415884,2394932,66729,43780,356391,2019-01-10 18:00:37
20121,17%,415224,2394448,65507,41869,354419,2019-01-10 18:00:39
20121,8%,413640,2394272,65341,41645,354271,2019-01-10 18:00:41
20121,11%,412396,2392864,65344,41678,353159,2019-01-10 18:00:43
20121,8%,412224,2392864,65321,41584,352875,2019-01-10 18:00:45
20121,24%,415312,2395336,67975,51668,361721,2019-01-10 18:00:47
20121,28%,427912,2436716,70616,44193,380530,2019-01-10 18:00:50
20121,29%,429604,2433312,71949,43938,376788,2019-01-10 18:00:52
20121,1%,415848,2433308,72009,43689,364088,2019-01-10 18:00:54
20121,14%,417236,2430144,70814,43636,361824,2019-01-10 18:00:56
20121,16%,413236,2421280,71085,43940,358004,2019-01-10 18:00:58
20121,53%,423448,2434688,70895,43737,363103,2019-01-10 18:01:01
20121,15%,416900,2418648,70899,43522,363815,2019-01-10 18:01:03
20121,17%,418896,2425572,70458,43530,366375,2019-01-10 18:01:05
20121,22%,419116,2417032,70508,43500,367581,2019-01-10 18:01:07
20121,17%,421288,2420812,69888,43515,368223,2019-01-10 18:01:09
20121,47%,420908,2419452,69831,43481,368571,2019-01-10 18:01:11
20121,15%,421944,2418172,69586,43500,370179,2019-01-10 18:01:13
20121,47%,424828,2422372,69270,44674,374525,2019-01-10 18:01:15
20121,19%,424224,2422832,68788,44681,373967,2019-01-10 18:01:17
20121,2%,429508,2420732,69717,47201,379417,2019-01-10 18:01:19
20121,17%,427352,2417688,69459,47207,377301,2019-01-10 18:01:21
20121,0%,424344,2415660,69313,47188,369169,2019-01-10 18:01:23
20121,28%,424216,2410568,67012,47186,362911,2019-01-10 18:01:25
20121,16%,421716,2394912,66127,45529,362175,2019-01-10 18:01:27
20121,12%,419344,2393648,66015,45431,359691,2019-01-10 18:01:29
20121,31%,426184,2400968,70291,48288,370501,2019-01-10 18:01:31
20121,64%,430048,2454292,73266,47788,383048,2019-01-10 18:01:33
20121,37%,425148,2447460,78223,48076,377870,2019-01-10 18:01:36
20121,53%,417228,2464868,75776,47838,372296,2019-01-10 18:01:38
20121,14%,419000,2459932,74235,47817,373008,2019-01-10 18:01:40
20121,15%,412564,2444420,74753,47796,366136,2019-01-10 18:01:42
20121,15%,416316,2453796,74273,47772,370170,2019-01-10 18:01:44
20121,15%,416160,2447264,74164,47721,371294,2019-01-10 18:01:47
20121,14%,421000,2452652,73381,47733,376050,2019-01-10 18:01:49
20121,13%,420540,2446120,74021,47697,376458,2019-01-10 18:01:51
20121,12%,423576,2450264,73309,47715,378886,2019-01-10 18:01:53
20121,13%,423224,2443732,72943,47688,379854,2019-01-10 18:01:55
20121,12%,423488,2446560,73116,47717,379002,2019-01-10 18:01:57
20121,53%,422940,2444208,73068,47690,378482,2019-01-10 18:01:59
20121,12%,422868,2442864,72914,47714,378390,2019-01-10 18:02:01
20121,47%,423732,2436332,73562,47704,381810,2019-01-10 18:02:03
20121,10%,426808,2443376,73323,47709,383034,2019-01-10 18:02:06
20121,56%,422404,2444396,73052,47691,382914,2019-01-10 18:02:08
20121,13%,421112,2443376,72779,47721,381994,2019-01-10 18:02:10
20121,48%,422240,2445168,72957,47688,382334,2019-01-10 18:02:12
20121,10%,417708,2442864,72631,47705,378882,2019-01-10 18:02:14
20121,52%,415524,2442520,70648,47708,375892,2019-01-10 18:02:16
20121,13%,415940,2441240,70597,47708,377388,2019-01-10 18:02:18
20121,34%,418388,2442820,70916,47681,379338,2019-01-10 18:02:20
20121,12%,417072,2441540,70628,47713,378678,2019-01-10 18:02:22
20121,37%,418828,2442820,71421,47697,379932,2019-01-10 18:02:24
20121,45%,417548,2439412,70387,47710,378972,2019-01-10 18:02:26
20121,35%,420016,2439368,70230,47681,380588,2019-01-10 18:02:28
20121,13%,418760,2438088,70012,47715,379804,2019-01-10 18:02:30
20121,23%,422400,2441444,69402,47702,382784,2019-01-10 18:02:32
20121,12%,421140,2439100,68885,47705,381690,2019-01-10 18:02:34
20121,39%,423560,2429796,66865,47711,382340,2019-01-10 18:02:36
20121,11%,422488,2425860,66140,47700,381404,2019-01-10 18:02:38
20121,34%,424628,2427140,66894,47687,382376,2019-01-10 18:02:40
20121,12%,423228,2424820,66075,47703,381476,2019-01-10 18:02:42
20121,35%,424836,2426400,66728,47669,382458,2019-01-10 18:02:44
20121,12%,423800,2425120,66346,47696,381920,2019-01-10 18:02:47
20121,45%,424388,2426400,65579,47695,382350,2019-01-10 18:02:49
20121,12%,423280,2425120,65220,47706,381232,2019-01-10 18:02:51
20121,18%,428016,2428488,66308,47695,384114,2019-01-10 18:02:53
20121,12%,425748,2426184,66170,47701,382798,2019-01-10 18:02:55
20121,16%,422324,2399444,63683,47585,369325,2019-01-10 18:02:57
20121,18%,421528,2399100,63884,45911,368645,2019-01-10 18:02:59
20121,19%,423372,2413720,65173,47084,371605,2019-01-10 18:03:01
20121,18%,422156,2413428,65062,47086,369609,2019-01-10 18:03:03
20121,1%,420968,2412048,65250,47853,371148,2019-01-10 18:03:05
20121,16%,423028,2413668,65351,48936,372334,2019-01-10 18:03:07
20121,19%,424412,2415272,65486,51091,371802,2019-01-10 18:03:09
20121,35%,430508,2460240,72099,50781,382637,2019-01-10 18:03:11
20121,40%,422656,2465584,73896,50884,375325,2019-01-10 18:03:13
20121,15%,413416,2458720,73967,50875,363229,2019-01-10 18:03:15
20121,52%,418420,2459472,73113,50778,369861,2019-01-10 18:03:17
20121,16%,418124,2458436,72787,50743,368397,2019-01-10 18:03:19
20121,40%,417736,2460860,71432,50716,370371,2019-01-10 18:03:21
20121,50%,414136,2457020,70888,50709,366907,2019-01-10 18:03:23
20121,45%,417120,2459640,71434,50704,371555,2019-01-10 18:03:25
20121,14%,415640,2449880,70440,50722,370059,2019-01-10 18:03:27
20121,20%,415476,2450648,71407,50688,371161,2019-01-10 18:03:29
20121,16%,414540,2441220,70771,50686,370589,2019-01-10 18:03:32
20121,15%,413392,2446648,70249,50691,370401,2019-01-10 18:03:34
20121,20%,412544,2439156,70348,50675,370454,2019-01-10 18:03:36
20121,16%,418120,2447228,70839,50696,377270,2019-01-10 18:03:38
20121,16%,417200,2439736,71040,50772,377054,2019-01-10 18:03:40
20121,14%,419024,2446204,70994,50676,379798,2019-01-10 18:03:42
20121,35%,419040,2439672,72119,52213,381762,2019-01-10 18:03:44
20121,15%,427528,2454036,72087,53643,388346,2019-01-10 18:03:46
20121,48%,425752,2449016,71727,53623,386530,2019-01-10 18:03:48
20121,14%,425080,2448980,71454,53646,386078,2019-01-10 18:03:51
20121,6%,423308,2441700,71205,53653,378206,2019-01-10 18:03:52
20121,22%,423288,2441700,71017,54026,378086,2019-01-10 18:03:54
20121,19%,423152,2424428,68812,53596,371599,2019-01-10 18:03:56
20121,24%,422416,2425800,68600,52106,371401,2019-01-10 18:03:58
20121,20%,424944,2429296,68274,53906,373613,2019-01-10 18:04:00
20121,15%,424064,2427576,68536,54312,373781,2019-01-10 18:04:02
20121,19%,426820,2433236,68662,55930,375555,2019-01-10 18:04:04
20121,15%,426644,2433216,68534,55921,375511,2019-01-10 18:04:06
20121,13%,429068,2435032,68988,57360,377991,2019-01-10 18:04:08
20121,61%,443784,2475256,74487,59282,405742,2019-01-10 18:04:10
20121,47%,424964,2469692,75646,59335,386718,2019-01-10 18:04:13
20121,45%,419244,2471692,75910,59352,375294,2019-01-10 18:04:15
20121,3%,417672,2471140,75508,59295,373582,2019-01-10 18:04:17
20121,18%,419972,2471392,75044,59185,376238,2019-01-10 18:04:19
20121,14%,417908,2458124,75477,61964,375782,2019-01-10 18:04:21
20121,16%,426012,2475492,75594,62917,384030,2019-01-10 18:04:23
20121,35%,424948,2465836,75725,62872,383110,2019-01-10 18:04:25
20121,14%,425392,2466876,74755,62904,383022,2019-01-10 18:04:28
20121,27%,419228,2457420,74613,62853,376714,2019-01-10 18:04:30
20121,17%,419208,2455292,73947,62893,376554,2019-01-10 18:04:31
20121,16%,415328,2440268,71653,62843,370290,2019-01-10 18:04:33
20121,15%,413820,2439916,71284,61225,368786,2019-01-10 18:04:35
20121,20%,413656,2439940,70808,61340,368858,2019-01-10 18:04:37
20121,65%,440300,2501368,76186,63636,391788,2019-01-10 18:04:39
20121,57%,427176,2482008,77083,63785,387418,2019-01-10 18:04:42
20121,4%,421372,2472992,74664,63712,382266,2019-01-10 18:04:44
20121,3%,422808,2471048,77730,63657,383702,2019-01-10 18:04:46
20121,16%,423236,2472260,75385,63645,386042,2019-01-10 18:04:48
20121,16%,422524,2465728,75147,63607,386158,2019-01-10 18:04:50
20121,16%,425288,2474884,75064,63614,389078,2019-01-10 18:04:53
20121,47%,425284,2468416,75808,63574,391122,2019-01-10 18:04:55
20121,15%,425664,2475364,74731,63589,390890,2019-01-10 18:04:57
20121,47%,426580,2475588,74534,63563,392286,2019-01-10 18:04:59
20121,15%,425804,2473716,73899,63609,392638,2019-01-10 18:05:01
20121,52%,423868,2471876,74036,63556,393130,2019-01-10 18:05:03
20121,14%,424128,2470596,73961,63593,391658,2019-01-10 18:05:05
20121,58%,424352,2472388,74146,63580,393946,2019-01-10 18:05:07
20121,15%,422736,2470596,74000,63600,392772,2019-01-10 18:05:09
20121,8%,424764,2468748,73439,63584,393278,2019-01-10 18:05:11
20121,14%,422968,2460872,73351,63577,392574,2019-01-10 18:05:14
20121,19%,422952,2467916,73739,63589,392074,2019-01-10 18:05:16
20121,15%,422208,2460872,73736,63594,391838,2019-01-10 18:05:18
20121,16%,422184,2467404,73025,63597,392002,2019-01-10 18:05:20
20121,16%,422032,2459872,73505,63563,392082,2019-01-10 18:05:22
20121,16%,426768,2466340,73238,63585,396334,2019-01-10 18:05:24
20121,49%,426652,2459808,73696,63556,397446,2019-01-10 18:05:26
20121,15%,428432,2466340,73592,63586,397926,2019-01-10 18:05:28
20121,50%,431420,2468900,74555,63634,399772,2019-01-10 18:05:30
20121,15%,429564,2468396,73403,63573,397988,2019-01-10 18:05:32
20121,39%,433488,2474568,74474,65702,403276,2019-01-10 18:05:34
20121,15%,433120,2471536,73647,65693,401284,2019-01-10 18:05:37
20121,8%,434552,2466712,73397,66671,402576,2019-01-10 18:05:39
20121,16%,434080,2458536,72205,66673,401508,2019-01-10 18:05:41
20121,8%,433264,2450256,71420,67030,394228,2019-01-10 18:05:43
20121,10%,433680,2453068,69452,66906,389277,2019-01-10 18:05:45
20121,18%,430936,2437460,68050,64830,387749,2019-01-10 18:05:47
20121,12%,429528,2437048,67887,64651,386257,2019-01-10 18:05:48
20121,19%,428336,2437852,68352,65633,386263,2019-01-10 18:05:50
20121,16%,432320,2452496,69309,66479,388928,2019-01-10 18:05:52
20121,44%,442860,2490016,72929,67390,402729,2019-01-10 18:05:54
20121,47%,425964,2490536,73866,67426,386487,2019-01-10 18:05:56
20121,25%,421760,2478976,72664,67418,381143,2019-01-10 18:05:59
20121,16%,420860,2471652,72751,67350,381023,2019-01-10 18:06:01
20121,15%,420028,2479484,72449,67348,380095,2019-01-10 18:06:03
20121,39%,419740,2470824,72303,67298,382003,2019-01-10 18:06:05
20121,15%,420720,2478916,72066,67226,381383,2019-01-10 18:06:07
20121,36%,421844,2481196,72517,67222,383135,2019-01-10 18:06:09
20121,15%,419840,2479900,72160,67247,382439,2019-01-10 18:06:11
20121,31%,419136,2479068,72232,67210,383291,2019-01-10 18:06:13
20121,15%,417832,2476708,72133,67244,382319,2019-01-10 18:06:15
20121,34%,417892,2477720,72562,67239,383603,2019-01-10 18:06:17
20121,16%,415920,2475432,72504,67259,382744,2019-01-10 18:06:19
20121,2%,416436,2476956,72620,67236,382776,2019-01-10 18:06:21
20121,14%,415392,2475676,71682,67244,382588,2019-01-10 18:06:23
20121,14%,400948,2463132,71667,67240,368136,2019-01-10 18:06:25
20121,14%,398240,2455336,71406,67225,366388,2019-01-10 18:06:27
20121,15%,398840,2461852,71482,67240,367420,2019-01-10 18:06:29
20121,13%,398400,2454288,70155,67215,367232,2019-01-10 18:06:32
20121,15%,396420,2460536,70190,67241,364868,2019-01-10 18:06:34
20121,41%,396684,2454056,71106,69052,366326,2019-01-10 18:06:36
20121,13%,400712,2468692,70942,69058,368762,2019-01-10 18:06:38
20121,50%,400344,2470828,71766,73254,371743,2019-01-10 18:06:40
20121,16%,404892,2472900,71558,73272,373668,2019-01-10 18:06:42
20121,28%,405040,2466504,71756,73259,373256,2019-01-10 18:06:44
20121,15%,403568,2464048,71118,73285,371604,2019-01-10 18:06:46
20121,0%,402916,2455964,70877,73297,364668,2019-01-10 18:06:48
20121,17%,402884,2455964,70759,73288,364760,2019-01-10 18:06:50
20121,12%,402824,2457028,70575,73304,364648,2019-01-10 18:06:52
20121,17%,402928,2451708,69438,73290,364372,2019-01-10 18:06:54
20121,21%,403064,2449604,67354,73292,364092,2019-01-10 18:06:56
20121,16%,401948,2446508,67309,73295,362860,2019-01-10 18:06:58
20121,15%,401780,2446508,66821,73279,362844,2019-01-10 18:07:00
20121,18%,401912,2442252,66844,73269,362700,2019-01-10 18:07:02
20121,17%,402000,2442252,66976,73277,362808,2019-01-10 18:07:04
20121,18%,401932,2442252,66940,73282,362824,2019-01-10 18:07:06
20121,17%,401992,2442252,66987,73290,362864,2019-01-10 18:07:08
20121,17%,401852,2442252,66798,73273,362876,2019-01-10 18:07:10
20121,22%,401996,2442252,66811,73282,362924,2019-01-10 18:07:12
20121,17%,401960,2442252,66792,73272,362928,2019-01-10 18:07:14
20121,17%,400988,2427420,65101,73217,357091,2019-01-10 18:07:16
20121,18%,400648,2428132,65083,71737,356999,2019-01-10 18:07:18
20121,16%,399888,2428236,64944,71718,356163,2019-01-10 18:07:20
20121,17%,398508,2427156,64949,71694,354848,2019-01-10 18:07:22
20121,17%,390220,2422920,64848,71694,346728,2019-01-10 18:07:24
20121,17%,390116,2422920,64749,71691,346680,2019-01-10 18:07:26
